,demand_PNG,PV_B,WindOnshore_B,PV_N,WindOnshore_N,Wave_N,WindOffshore_N,Hydro_B,Geothermal_B
t0346,652.4195,941228.2,52.44101,941228.2,52.44101,0.196557775,0,115000,10958.9
t0347,648.6546,1181585,103.0197,1181585,103.0197,0.193706334,0,115000,10958.9
t0348,695.9658,1256719,135.2979,1256719,135.2979,0.190865159,0,115000,10958.9
t0349,716.4339,1362993,173.8628,1362993,173.8628,0.18802397,92.56340027,115000,10958.9
t0350,652.8271,1269952,143.0136,1269952,143.0136,0.185704902,99.70107269,115000,10958.9
t0351,667.7838,976390.4,43.59484,976390.4,43.59484,0.183385834,0,115000,10958.9
t0352,665.3726,482791.7,34.19912,482791.7,34.19912,0.181066766,0,115000,10958.9
t0353,686.2603,395379.8,41.23826,395379.8,41.23826,0.179091424,311.752655,115000,10958.9
t0354,651.9542,96643.05,0,96643.05,0,0.177116066,726.4413452,115000,10958.9
t0355,634.1174,0,0,0,0,0.175140709,1147.512817,115000,10958.9
t0356,690.0022,0,0,0,0,0.173137948,1441.380249,115000,10958.9
t0357,750.9922,0,0,0,0,0.171135202,1669.726807,115000,10958.9
t0358,725.0179,0,0,0,0,0.169132441,1652.956909,115000,10958.9
t0359,666.697,0,0,0,0,0.166427746,2451.498779,115000,10958.9
t0360,624.801,0,0,0,0,0.163723052,2546.979004,115000,10958.9
t0361,589.5664,0,0,0,0,0.161018357,2567.920166,115000,10958.9
t0362,565.7735,0,0,0,0,0.158629373,3417.881348,115000,10958.9
t0363,560.0381,0,0,0,0,0.156240389,4248.350098,115000,10958.9
t0364,547.5769,0,0,0,0,0.15385139,3981.523438,115000,10958.9
t0365,542.7764,0,0,0,0,0.152099624,3000.918701,115000,10958.9
t0366,549.9229,0,0,0,0,0.150347844,2402.253662,115000,10958.9
t0367,521.2551,176581.7,0,176581.7,0,0.148596063,1677.374512,115000,10958.9
t0368,551.5984,531824.8,0,531824.8,0,0.147812039,1443.771851,115000,10958.9
t0369,621.247,849839.9,0,849839.9,0,0.147028014,1089.692749,115000,10958.9
t0370,670.6349,1056718,0,1056718,0,0.146243989,1070.546143,115000,10958.9
t0371,642.4782,891713.4,0,891713.4,0,0.143800214,436.1262207,115000,10958.9
t0372,658.6961,588897.9,51.77637,588897.9,51.77637,0.141356438,318.3817749,115000,10958.9
t0373,588.7859,366689.7,56.81358,366689.7,56.81358,0.138662413,113.8796387,115000,10958.9
t0374,644.4691,349205.1,58.89515,349205.1,58.89515,0.120384775,86.02697754,115000,10958.9
t0375,636.0648,493016,133.4536,493016,133.4536,0.103557654,316.1947937,115000,10958.9
t0376,681.1128,486877.3,129.844,486877.3,129.844,0.089595966,718.5831909,115000,10958.9
t0377,687.3352,219262.8,60.91193,219262.8,60.91193,0.088018321,1067.285767,115000,10958.9
t0378,672.8933,100635.1,0,100635.1,0,0.086851813,1230.91333,115000,10958.9
t0379,668.7522,0,0,0,0,0.085694224,1209.727417,115000,10958.9
t0380,705.5576,0,0,0,0,0.084696308,1204.159668,115000,10958.9
t0381,788.8376,0,0,0,0,0.083698399,1100.398315,115000,10958.9
t0382,776.6831,0,0,0,0,0.082700484,1031.9552,115000,10958.9
t0383,687.7152,0,0,0,0,0.081675477,586.4035034,115000,10958.9
t0384,647.3884,0,0,0,0,0.080650479,671.8168335,115000,10958.9
t0385,600.2892,0,0,0,0,0.079625472,326.2727661,115000,10958.9
t0386,572.2216,0,0,0,0,0.079591639,261.767395,115000,10958.9
t0387,562.2205,0,0,0,0,0.079557799,292.99646,115000,10958.9
t0388,556.3344,0,0,0,0,0.079523966,301.1010132,115000,10958.9
t0389,558.0922,0,0,0,0,0.080127731,267.611908,115000,10958.9
t0390,552.6778,0,127.5585,0,127.5585,0.080731496,163.0049286,115000,10958.9
t0391,530.1771,151756.1,0,151756.1,0,0.08181449,162.1990356,115000,10958.9
t0392,556.5097,346727.7,0,346727.7,0,0.08222571,322.1082458,115000,10958.9
t0393,621.3542,738133.4,0,738133.4,0,0.08263693,605.6621704,115000,10958.9
t0394,658.4597,1004500,0,1004500,0,0.08304815,748.4069824,115000,10958.9
t0395,673.5671,1271281,0,1271281,0,0.08310163,828.0730591,115000,10958.9
t0396,602.3134,1286640,0,1286640,0,0.08315511,443.4987488,115000,10958.9
t0397,602.2119,1257260,116.5903,1257260,116.5903,0.083208583,299.59021,115000,10958.9
t0398,646.8716,907695.8,110.6638,907695.8,110.6638,0.083810113,94.36659241,115000,10958.9
t0399,661.1275,438923.9,125.9963,438923.9,125.9963,0.084411636,0,115000,10958.9
t0400,717.3124,211977.3,393.8596,211977.3,393.8596,0.085013159,0,115000,10958.9
t0401,689.8111,183691.5,84.78878,183691.5,84.78878,0.085984305,0,115000,10958.9
t0402,654.2862,61422.14,135.922,61422.14,135.922,0.086955443,123.5925598,115000,10958.9
t0403,651.3733,0,81.71168,0,81.71168,0.087926582,683.781311,115000,10958.9
t0404,686.9555,0,168.8474,0,168.8474,0.09116707,1080.67334,115000,10958.9
t0405,786.3541,0,111.6989,0,111.6989,0.094407558,1709.843384,115000,10958.9
t0406,760.129,0,139.1818,0,139.1818,0.097648039,1589.595215,115000,10958.9
t0407,708.203,0,154.5471,0,154.5471,0.102135472,1325.024414,115000,10958.9
t0408,644.298,0,221.1474,0,221.1474,0.106622897,1632.585938,115000,10958.9
t0409,605.4237,0,103.5099,0,103.5099,0.112168618,1999.202515,115000,10958.9
t0410,580.2286,0,72.95275,0,72.95275,0.122939497,1827.510254,115000,10958.9
t0411,561.7292,0,76.05034,0,76.05034,0.133710369,1490.969727,115000,10958.9
t0412,560.8824,0,0,0,0,0.144481257,1150.389038,115000,10958.9
t0413,551.8571,0,0,0,0,0.14230974,907.9586182,115000,10958.9
t0414,554.2826,0,0,0,0,0.132472128,644.1768188,115000,10958.9
t0415,534.9994,141661.1,0,141661.1,0,0.110788211,360.5227966,115000,10958.9
t0416,558.7982,497938.2,0,497938.2,0,0.12675631,175.6367493,115000,10958.9
t0417,615.6117,442995.1,0,442995.1,0,0.137955531,164.9726563,115000,10958.9
t0418,662.0207,713854.8,0,713854.8,0,0.145389467,439.0428772,115000,10958.9
t0419,664.0525,651127.5,0,651127.5,0,0.151639998,487.9248962,115000,10958.9
t0420,702.0758,866646,0,866646,0,0.157890514,170.8473358,115000,10958.9
t0421,702.4031,1076944,0,1076944,0,0.164141044,158.8113708,115000,10958.9
t0422,661.425,935807.1,0,935807.1,0,0.173508435,315.3786316,115000,10958.9
t0423,688.9207,824785.4,45.54748,824785.4,45.54748,0.182875812,412.6119995,115000,10958.9
t0424,697.3236,593359.3,0,593359.3,0,0.192243204,339.388916,115000,10958.9
t0425,726.8085,395219.6,0,395219.6,0,0.168154657,638.6109619,115000,10958.9
t0426,668.2071,103495.1,0,103495.1,0,0.130991787,1047.967651,115000,10958.9
t0427,679.1206,0,0,0,0,0.086596616,883.3494263,115000,10958.9
t0428,769.6539,0,56.00749,0,56.00749,0.101753175,1314.407715,115000,10958.9
t0429,847.742,0,39.87328,0,39.87328,0.113267861,1850.901733,115000,10958.9
t0430,809.1911,0,0,0,0,0.124782547,3638.943604,115000,10958.9
t0431,738.6116,0,0,0,0,0.141508237,5000,115000,10958.9
t0432,678.8722,0,0,0,0,0.163456872,5000,115000,10958.9
t0433,635.2846,0,0,0,0,0.190851897,5000,115000,10958.9
t0434,607.4787,0,0,0,0,0.214216262,4690.237793,115000,10958.9
t0435,594.8843,0,0,0,0,0.234735027,4340.134277,115000,10958.9
t0436,593.794,0,0,0,0,0.254549384,5000,115000,10958.9
t0437,595.5302,0,0,0,0,0.246021271,5000,115000,10958.9
t0438,593.5962,0,0,0,0,0.237493157,5000,115000,10958.9
t0439,576.0822,150960.8,0,150960.8,0,0.229824483,3953.384033,115000,10958.9
t0440,599.4326,448016.9,0,448016.9,0,0.214256123,3708.208496,115000,10958.9
t0441,653.4101,577353.8,0,577353.8,0,0.198687762,3334.039795,115000,10958.9
t0442,757.8479,667418.8,0,667418.8,0,0.183119401,5000,115000,10958.9
t0443,712.6684,1203007,0,1203007,0,0.170506716,5000,115000,10958.9
t0444,711.5981,1235808,0,1235808,0,0.15789403,4165.197754,115000,10958.9
t0445,681.3,1365746,0,1365746,0,0.145281345,3482.577881,115000,10958.9
t0446,694.4834,1115428,0,1115428,0,0.13164492,4087.263184,115000,10958.9
t0447,696.6119,1045591,0,1045591,0,0.118781812,5000,115000,10958.9
t0448,660.0582,553958.2,0,553958.2,0,0.105918705,5000,115000,10958.9
t0449,632.5114,416190.6,0,416190.6,0,0.123407558,5000,115000,10958.9
t0450,643.6146,124820.3,0,124820.3,0,0.14089641,5000,115000,10958.9
t0451,665.9139,0,0,0,0,0.165339768,4862.230957,115000,10958.9
t0452,770.9319,0,0,0,0,0.180047989,4000.72583,115000,10958.9
t0453,807.7418,0,0,0,0,0.194756225,4602.361816,115000,10958.9
t0454,763.0129,0,0,0,0,0.208793283,5000,115000,10958.9
t0455,702.5996,0,0,0,0,0.227530986,4442.841309,115000,10958.9
t0456,654.1694,0,0,0,0,0.246930644,5000,115000,10958.9
t0457,612.9319,0,0,0,0,0.272024661,5000,115000,10958.9
t0458,589.4688,0,0,0,0,0.276666582,5000,115000,10958.9
t0459,579.5652,0,0,0,0,0.281308502,5000,115000,10958.9
t0460,581.0836,0,0,0,0,0.285950392,4640.339355,115000,10958.9
t0461,572.6379,0,0,0,0,0.265586555,4622.827148,115000,10958.9
t0462,571.7136,0,0,0,0,0.245222703,4087.529297,115000,10958.9
t0463,558.2244,192042.1,0,192042.1,0,0.22485885,4250.425781,115000,10958.9
t0464,541.4854,530947.2,0,530947.2,0,0.20112364,3587.38623,115000,10958.9
t0465,536.1782,767300.9,0,767300.9,0,0.177911848,2965.570801,115000,10958.9
t0466,521.794,853088.7,0,853088.7,0,0.154700071,2310.899902,115000,10958.9
t0467,520.3339,1318284,0,1318284,0,0.146578237,1174.128662,115000,10958.9
t0468,537.6078,1217157,0,1217157,0,0.138456404,788.270752,115000,10958.9
t0469,575.9886,1211245,0,1211245,0,0.130287021,769.3829346,115000,10958.9
t0470,592.0669,955163.9,0,955163.9,0,0.143975273,689.303894,115000,10958.9
t0471,575.2408,993619.6,0,993619.6,0,0.16124326,1134.201904,115000,10958.9
t0472,583.9502,667126,0,667126,0,0.178511232,2087.241455,115000,10958.9
t0473,592.1654,394998.3,0,394998.3,0,0.180441022,2664.112549,115000,10958.9
t0474,606.1929,119161.8,0,119161.8,0,0.182370812,2049.909668,115000,10958.9
t0475,633.3412,0,0,0,0,0.184300587,1950.884766,115000,10958.9
t0476,709.1326,0,0,0,0,0.186311096,2066.547363,115000,10958.9
t0477,751.1372,0,0,0,0,0.188321605,2318.972412,115000,10958.9
t0478,718.9385,0,63.67024,0,63.67024,0.189602882,2767.299316,115000,10958.9
t0479,669.4192,0,62.11813,0,62.11813,0.178417698,3678.141846,115000,10958.9
t0480,627.7349,0,0,0,0,0.167232499,3416.791748,115000,10958.9
t0481,591.1331,0,0,0,0,0.156047314,2607.210693,115000,10958.9
t0482,572.4528,0,44.03417,0,44.03417,0.152896583,1548.905518,115000,10958.9
t0483,560.3489,0,78.52926,0,78.52926,0.149745852,1219.44751,115000,10958.9
t0484,552.721,0,107.7878,0,107.7878,0.146595106,1073.528442,115000,10958.9
t0485,549.9658,0,77.32531,0,77.32531,0.133963794,581.8392944,115000,10958.9
t0486,545.0399,0,39.5779,0,39.5779,0.124703273,170.7038269,115000,10958.9
t0487,524.039,82184.9,0,82184.9,0,0.115885928,0,115000,10958.9
t0488,526.9716,238037.4,0,238037.4,0,0.103045247,0,115000,10958.9
t0489,543.3614,370954.4,0,370954.4,0,0.090193175,0,115000,10958.9
t0490,528.2332,698078.6,32.71522,698078.6,32.71522,0.077341102,0,115000,10958.9
t0491,491.2887,1044435,64.77218,1044435,64.77218,0.068791457,0,115000,10958.9
t0492,476.9805,1069331,56.7626,1069331,56.7626,0.060942765,0,115000,10958.9
t0493,490.4103,596184.1,0,596184.1,0,0.056886863,0,115000,10958.9
t0494,489.9724,882489.4,93.42348,882489.4,93.42348,0.058071725,0,115000,10958.9
t0495,480.6211,598337.2,288.815,598337.2,288.815,0.059256587,0,115000,10958.9
t0496,510.2012,333692,231.5923,333692,231.5923,0.059827205,0,115000,10958.9
t0497,514.5032,308178.9,348.2051,308178.9,348.2051,0.071524419,163.4677582,115000,10958.9
t0498,536.1782,115246.8,576.5298,115246.8,576.5298,0.08485119,122.698204,115000,10958.9
t0499,554.1087,0,76.75693,0,76.75693,0.104152694,149.3544922,115000,10958.9
t0500,613.089,0,81.10213,0,81.10213,0.113984495,340.3721619,115000,10958.9
t0501,684.3699,0,69.18106,0,69.18106,0.123816289,467.8002625,115000,10958.9
t0502,665.1923,0,69.97448,0,69.97448,0.133648083,374.5480042,115000,10958.9
t0503,633.3966,0,97.88821,0,97.88821,0.131808668,208.3865509,115000,10958.9
t0504,595.9284,0,87.5673,0,87.5673,0.129969239,117.5521393,115000,10958.9
t0505,571.5752,0,0,0,0,0.12812981,0,115000,10958.9
t0506,554.2826,0,0,0,0,0.12114843,0,115000,10958.9
t0507,542.6512,0,0,0,0,0.114074893,0,115000,10958.9
t0508,537.444,0,0,0,0,0.107001349,0,115000,10958.9
t0509,538.4281,0,0,0,0,0.0966864,0,115000,10958.9
t0510,543.6544,0,0,0,0,0.086371452,0,115000,10958.9
t0511,524.5059,160668,0,160668,0,0.076056503,0,115000,10958.9
t0512,545.3768,364021.9,0,364021.9,0,0.06540262,0,115000,10958.9
t0513,616.1923,427247.3,44.13662,427247.3,44.13662,0.05768051,126.7848892,115000,10958.9
t0514,616.298,344489.3,0,344489.3,0,0.051295411,149.6680908,115000,10958.9
t0515,596.8259,845859,60.78766,845859,60.78766,0.048140958,367.3888855,115000,10958.9
t0516,576.3163,930935.1,92.98904,930935.1,92.98904,0.044986501,421.7181702,115000,10958.9
t0517,555.9841,777518.8,244.9897,777518.8,244.9897,0.041832048,702.7392578,115000,10958.9
t0518,556.5097,660638.9,146.4445,660638.9,146.4445,0.047684316,898.5549927,115000,10958.9
t0519,588.1532,761861.8,136.5712,761861.8,136.5712,0.053536583,749.661377,115000,10958.9
t0520,608.9762,588537.6,49.46988,588537.6,49.46988,0.058797952,173.4466858,115000,10958.9
t0521,624.0982,215405.3,32.21361,215405.3,32.21361,0.077445902,0,115000,10958.9
t0522,620.9792,108155.6,0,108155.6,0,0.10697303,0,115000,10958.9
t0523,627.2988,0,0,0,0,0.137139842,0,115000,10958.9
t0524,682.9889,0,33.68432,0,33.68432,0.158180773,0,115000,10958.9
t0525,766.2857,0,67.80413,0,67.80413,0.186148539,0,115000,10958.9
t0526,745.5875,0,0,0,0,0.213720337,0,115000,10958.9
t0527,682.0498,0,0,0,0,0.212102339,0,115000,10958.9
t0528,620.9256,0,0,0,0,0.210484341,0,115000,10958.9
t0529,584.5266,0,0,0,0,0.208866328,0,115000,10958.9
t0530,560.3933,0,0,0,0,0.205348656,0,115000,10958.9
t0531,549.6661,0,0,0,0,0.201830983,0,115000,10958.9
t0532,538.0176,0,0,0,0,0.198313326,0,115000,10958.9
t0533,539.7872,0,0,0,0,0.178870514,0,115000,10958.9
t0534,543.4869,0,0,0,0,0.159427702,0,115000,10958.9
t0535,526.2648,171558.4,0,171558.4,0,0.140116036,0,115000,10958.9
t0536,540.9872,480946.2,0,480946.2,0,0.118657261,101.4370499,115000,10958.9
t0537,591.1331,935336.1,0,935336.1,0,0.100996599,349.4730225,115000,10958.9
t0538,606.2956,1173722,0,1173722,0,0.083335936,471.7502747,115000,10958.9
t0539,595.0829,1384150,0,1384150,0,0.06795717,666.1292725,115000,10958.9
t0540,600.037,1388503,0,1388503,0,0.053024467,735.1920166,115000,10958.9
t0541,580.0863,1210928,0,1210928,0,0.044013306,639.3774414,115000,10958.9
t0542,594.091,1191571,0,1191571,0,0.039483022,380.9512634,115000,10958.9
t0543,609.2351,1088347,0,1088347,0,0.034952741,229.5728455,115000,10958.9
t0544,649.867,849444.9,35.17977,849444.9,35.17977,0.030422457,243.6230774,115000,10958.9
t0545,645.8401,482113.1,45.71686,482113.1,45.71686,0.025791543,206.7632446,115000,10958.9
t0546,641.1756,139477.4,95.92692,139477.4,95.92692,0.024390949,110.3200912,115000,10958.9
t0547,647.1012,0,66.63041,0,66.63041,0.020449294,79.63956451,115000,10958.9
t0548,691.6613,0,0,0,0,0.021663088,105.0175018,115000,10958.9
t0549,797.5389,0,0,0,0,0.022876883,45.07748413,115000,10958.9
t0550,770.1798,0,0,0,0,0.024070159,0,115000,10958.9
t0551,701.5526,0,0,0,0,0.031267051,0,115000,10958.9
t0552,637.574,0,0,0,0,0.043327637,0,115000,10958.9
t0553,591.9192,0,0,0,0,0.059782222,0,115000,10958.9
t0554,566.2262,0,0,0,0,0.065728851,73.94467163,115000,10958.9
t0555,554.4132,0,0,0,0,0.069039509,0,115000,10958.9
t0556,548.1296,0,0,0,0,0.072350167,0,115000,10958.9
t0557,549.4521,0,0,0,0,0.068301387,0,115000,10958.9
t0558,554.1087,0,109.4249,0,109.4249,0.064252615,0,115000,10958.9
t0559,550.0086,185426.8,126.4733,185426.8,126.4733,0.060203839,94.8113327,115000,10958.9
t0560,552.8076,453888,68.48176,453888,68.48176,0.052809402,168.8522491,115000,10958.9
t0561,620.5511,596179.4,0,596179.4,0,0.045414969,324.7317505,115000,10958.9
t0562,653.8772,948646.4,79.98183,948646.4,79.98183,0.038020533,297.5703125,115000,10958.9
t0563,696.7412,1185901,80.86891,1185901,80.86891,0.033364642,329.5473938,115000,10958.9
t0564,592.954,1269715,54.89008,1269715,54.89008,0.028877683,203.968689,115000,10958.9
t0565,599.3822,1039359,37.80716,1039359,37.80716,0.024390724,184.0756378,115000,10958.9
t0566,569.0946,671736.9,83.70392,671736.9,83.70392,0.023409242,174.2414246,115000,10958.9
t0567,568.7746,716706.7,49.33118,716706.7,49.33118,0.022870213,97.49396515,115000,10958.9
t0568,596.7261,481773.2,120.0182,481773.2,120.0182,0.022331184,83.98094177,115000,10958.9
t0569,600.5416,171283.3,111.6426,171283.3,111.6426,0.023411322,0,115000,10958.9
t0570,595.3811,85232.97,67.75713,85232.97,67.75713,0.022883682,0,115000,10958.9
t0571,618.3119,0,0,0,0,0.022332687,0,115000,10958.9
t0572,671.427,0,0,0,0,0.031950831,0,115000,10958.9
t0573,772.1376,0,0,0,0,0.048950709,0,115000,10958.9
t0574,749.9067,0,0,0,0,0.070808135,97.2635498,115000,10958.9
t0575,684.8102,0,0,0,0,0.080683053,112.0889053,115000,10958.9
t0576,637.1262,0,0,0,0,0.093840308,0,115000,10958.9
t0577,601.8062,0,0,0,0,0.108423546,0,115000,10958.9
t0578,541.5684,0,0,0,0,0.100736767,0,115000,10958.9
t0579,549.1102,0,40.71475,0,40.71475,0.092998989,0,115000,10958.9
t0580,556.7728,0,32.46217,0,32.46217,0.085261203,0,115000,10958.9
t0581,546.1787,0,0,0,0,0.077288494,0,115000,10958.9
t0582,554.2826,0,0,0,0,0.069315776,0,115000,10958.9
t0583,543.9896,143057.4,0,143057.4,0,0.063474335,47.48383713,115000,10958.9
t0584,547.5344,521185.9,99.28418,521185.9,99.28418,0.057284217,177.1172791,115000,10958.9
t0585,637.63,685368.1,48.42901,685368.1,48.42901,0.051094096,291.1641235,115000,10958.9
t0586,658.9919,1060808,35.94447,1060808,35.94447,0.044903975,381.9796143,115000,10958.9
t0587,611.7301,1138780,79.98393,1138780,79.98393,0.038918748,612.4990845,115000,10958.9
t0588,592.6088,1270810,113.3979,1270810,113.3979,0.033552151,627.0136108,115000,10958.9
t0589,593.3491,922622.9,40.30607,922622.9,40.30607,0.02859823,618.5819702,115000,10958.9
t0590,586.0206,946585.1,61.34778,946585.1,61.34778,0.026820919,709.4487305,115000,10958.9
t0591,617.7278,793949.9,49.97848,793949.9,49.97848,0.025831752,563.2944336,115000,10958.9
t0592,687.8419,622623.9,0,622623.9,0,0.025312575,233.9924316,115000,10958.9
t0593,671.61,402220.8,0,402220.8,0,0.02357462,155.0592957,115000,10958.9
t0594,632.0144,111396.7,0,111396.7,0,0.020930111,283.4330139,115000,10958.9
t0595,623.0735,0,0,0,0,0.018285604,570.2298584,115000,10958.9
t0596,677.7562,0,0,0,0,0.022516562,491.0614624,115000,10958.9
t0597,753.4614,0,0,0,0,0.026725017,220.4244385,115000,10958.9
t0598,729.7152,0,0,0,0,0.03093347,152.9495239,115000,10958.9
t0599,678.004,0,0,0,0,0.046286471,0,115000,10958.9
t0600,621.3542,0,0,0,0,0.067093775,0,115000,10958.9
t0601,579.802,0,0,0,0,0.087442718,0,115000,10958.9
t0602,565.0053,0,0,0,0,0.099539988,0,115000,10958.9
t0603,555.7217,0,0,0,0,0.111487925,162.1308594,115000,10958.9
t0604,551.5122,0,38.35775,0,38.35775,0.12343587,149.3573608,115000,10958.9
t0605,555.5032,0,62.59953,0,62.59953,0.117521659,469.5006409,115000,10958.9
t0606,556.1592,0,65.25134,0,65.25134,0.111121662,1081.682251,115000,10958.9
t0607,534.9589,142652.5,0,142652.5,0,0.104721665,1823.97937,115000,10958.9
t0608,548.5982,328754.7,0,328754.7,0,0.093701385,2381.876953,115000,10958.9
t0609,649.867,563759.3,0,563759.3,0,0.082681112,2062.234619,115000,10958.9
t0610,654.0524,886042.7,51.50728,886042.7,51.50728,0.071660832,2249.733398,115000,10958.9
t0611,669.4799,867434.2,50.39087,867434.2,50.39087,0.06278152,1542.554443,115000,10958.9
t0612,593.6456,578135.9,0,578135.9,0,0.056062516,1680.750122,115000,10958.9
t0613,612.5657,831531.6,33.17575,831531.6,33.17575,0.050831582,1706.680176,115000,10958.9
t0614,626.3737,927302.5,66.11682,927302.5,66.11682,0.070674643,2057.114014,115000,10958.9
t0615,623.0196,543957.4,69.61097,543957.4,69.61097,0.090739213,1890.941528,115000,10958.9
t0616,612.9842,578935.1,61.13276,578935.1,61.13276,0.107679337,1202.847534,115000,10958.9
t0617,631.6284,244567.1,0,244567.1,0,0.095258288,493.1911316,115000,10958.9
t0618,616.8798,120341.4,0,120341.4,0,0.073477246,207.4338074,115000,10958.9
t0619,618.6841,0,0,0,0,0.046960764,123.660202,115000,10958.9
t0620,664.592,0,0,0,0,0.055464495,0,115000,10958.9
t0621,764.052,0,0,0,0,0.063968219,0,115000,10958.9
t0622,736.6363,0,0,0,0,0.072469942,0,115000,10958.9
t0623,670.5132,0,0,0,0,0.076915734,0,115000,10958.9
t0624,624.0442,0,0,0,0,0.082836799,0,115000,10958.9
t0625,598.4276,0,0,0,0,0.091737121,0,115000,10958.9
t0626,566.5436,0,0,0,0,0.092699826,0,115000,10958.9
t0627,557.9159,0,0,0,0,0.09366253,0,115000,10958.9
t0628,547.3646,0,0,0,0,0.094625227,0,115000,10958.9
t0629,536.9124,0,0,0,0,0.086879432,0,115000,10958.9
t0630,527.8383,0,0,0,0,0.079133645,0,115000,10958.9
t0631,526.5001,167518.1,0,167518.1,0,0.07138785,0,115000,10958.9
t0632,522.3727,367567.4,0,367567.4,0,0.061390124,0,115000,10958.9
t0633,525.4033,575802.4,0,575802.4,0,0.053942367,0,115000,10958.9
t0634,528.3914,1011824,0,1011824,0,0.046494611,0,115000,10958.9
t0635,522.2568,1164731,0,1164731,0,0.044754446,0,115000,10958.9
t0636,498.3737,1274520,0,1274520,0,0.043675546,0,115000,10958.9
t0637,496.5641,1218526,0,1218526,0,0.042325363,0,115000,10958.9
t0638,494.9408,1115572,0,1115572,0,0.058706719,0,115000,10958.9
t0639,527.0897,797449.1,0,797449.1,0,0.072313398,0,115000,10958.9
t0640,579.4706,418757.4,0,418757.4,0,0.083437912,0,115000,10958.9
t0641,603.8395,398424.7,0,398424.7,0,0.084560178,47.10298157,115000,10958.9
t0642,584.5747,128558.1,0,128558.1,0,0.085682444,44.54452133,115000,10958.9
t0643,610.8964,0,0,0,0,0.086804718,79.45703888,115000,10958.9
