,demand_PNG,PV_B,WindOnshore_B,PV_N,WindOnshore_N,Wave_N,WindOffshore_N,Hydro_B,Geothermal_B
t5390,474.5573,1019755,375.6655,1019755,375.6655,0.734939873,2448.083496,115000,10958.9
t5391,514.6154,660073,331.0139,660073,331.0139,0.726444483,2463.342529,115000,10958.9
t5392,529.5408,515796.4,169.259,515796.4,169.259,0.717949092,2375.520264,115000,10958.9
t5393,534.0682,293686.4,112.3334,293686.4,112.3334,0.71711874,2385.55249,115000,10958.9
t5394,536.4635,87718.23,113.9932,87718.23,113.9932,0.716288388,2382.526367,115000,10958.9
t5395,605.2701,0,220.2422,0,220.2422,0.715458035,2303.121826,115000,10958.9
t5396,695.7077,0,0,0,0,0.722245514,2137.292236,115000,10958.9
t5397,655.6335,0,0,0,0,0.729032934,1986.900513,115000,10958.9
t5398,599.2817,0,83.57336,0,83.57336,0.735820353,2088.888916,115000,10958.9
t5399,541.1117,0,32.49335,0,32.49335,0.730923831,1719.191772,115000,10958.9
t5400,514.8401,0,0,0,0,0.72602725,1602.304688,115000,10958.9
t5401,487.996,0,0,0,0,0.721130669,1531.358887,115000,10958.9
t5402,482.986,0,0,0,0,0.718657494,1347.533936,115000,10958.9
t5403,481.5574,0,0,0,0,0.716184318,1175.641602,115000,10958.9
t5404,478.1551,0,0,0,0,0.713711083,1119.741333,115000,10958.9
t5405,476.2222,0,0,0,0,0.707633376,1144.68042,115000,10958.9
t5406,486.9979,0,0,0,0,0.701555669,1237.349121,115000,10958.9
t5407,521.0629,207291.8,0,207291.8,0,0.695477962,1333.370117,115000,10958.9
t5408,519.9893,504385.9,0,504385.9,0,0.689031243,1638.028931,115000,10958.9
t5409,511.639,840537.1,0,840537.1,0,0.682584584,1969.048706,115000,10958.9
t5410,525.9511,1096262,0,1096262,0,0.676137924,2359.572021,115000,10958.9
t5411,513.9799,949929.3,0,949929.3,0,0.667627931,2014.470093,115000,10958.9
t5412,490.3766,1182299,0,1182299,0,0.659117937,2134.915527,115000,10958.9
t5413,479.2724,1219909,0,1219909,0,0.650608003,2215.710205,115000,10958.9
t5414,481.2987,930379.6,0,930379.6,0,0.632518172,2282.333008,115000,10958.9
t5415,513.8679,986624.9,0,986624.9,0,0.61379993,2395.993164,115000,10958.9
t5416,509.2108,829622.6,0,829622.6,0,0.594419658,2502.919678,115000,10958.9
t5417,538.3049,390239.8,0,390239.8,0,0.583545268,2742.662109,115000,10958.9
t5418,532.0152,85007.56,0,85007.56,0,0.574012816,2946.9104,115000,10958.9
t5419,586.6976,0,0,0,0,0.564480424,3133.525635,115000,10958.9
t5420,662.1399,0,0,0,0,0.558561087,3200.695068,115000,10958.9
t5421,625.18,0,0,0,0,0.552641749,3439.911621,115000,10958.9
t5422,589.5176,0,0,0,0,0.546722412,3673.522461,115000,10958.9
t5423,553.5008,0,0,0,0,0.52797699,3306.869141,115000,10958.9
t5424,511.0481,0,59.797,0,59.797,0.509231627,3409.444092,115000,10958.9
t5425,490.6802,0,0,0,0,0.490486234,3478.015137,115000,10958.9
t5426,471.2371,0,0,0,0,0.485699803,3377.681396,115000,10958.9
t5427,483.5079,0,0,0,0,0.480913371,3151.501465,115000,10958.9
t5428,477.9642,0,0,0,0,0.475845993,2894.216797,115000,10958.9
t5429,470.3772,0,54.35334,0,54.35334,0.469915122,2515.619385,115000,10958.9
t5430,488.2963,0,0,0,0,0.463984221,2475.196045,115000,10958.9
t5431,536.7491,199533,0,199533,0,0.45805335,2477.634033,115000,10958.9
t5432,545.7564,397358.9,0,397358.9,0,0.454274595,2587.409912,115000,10958.9
t5433,530.4958,580832.5,0,580832.5,0,0.449689746,2963.430176,115000,10958.9
t5434,563.3402,838681.2,0,838681.2,0,0.442343354,3166.794189,115000,10958.9
t5435,560.2601,1021515,69.41179,1021515,69.41179,0.433313698,2821.996582,115000,10958.9
t5436,551.3831,1351961,0,1351961,0,0.424284041,2634.563721,115000,10958.9
t5437,500.6915,1342290,47.35667,1342290,47.35667,0.415875733,2623.41748,115000,10958.9
t5438,502.1077,1336940,295.8636,1336940,295.8636,0.406365871,2775.680664,115000,10958.9
t5439,502.1788,1135318,209.218,1135318,209.218,0.39685601,2987.053711,115000,10958.9
t5440,521.3705,672237.2,151.1733,672237.2,151.1733,0.387346148,2912.068604,115000,10958.9
t5441,539.6634,342895.1,58.95286,342895.1,58.95286,0.382745206,2643.351318,115000,10958.9
t5442,557.168,83183.96,186.2863,83183.96,186.2863,0.378144234,2354.860596,115000,10958.9
t5443,640.3284,0,313.4521,0,313.4521,0.373543262,2357.587158,115000,10958.9
t5444,713.4057,0,479.9282,0,479.9282,0.37440902,2513.420166,115000,10958.9
t5445,679.8665,0,282.2265,0,282.2265,0.375274748,2783.769531,115000,10958.9
t5446,649.2314,0,215.2914,0,215.2914,0.376140475,3005.624512,115000,10958.9
t5447,588.7859,0,81.20287,0,81.20287,0.386134833,2260.239746,115000,10958.9
t5448,536.5859,0,0,0,0,0.396129191,2412.017822,115000,10958.9
t5449,517.8182,0,0,0,0,0.406123519,2456.986572,115000,10958.9
t5450,505.5423,0,0,0,0,0.416253924,2392.493652,115000,10958.9
t5451,501.1155,0,0,0,0,0.42638433,2124.977295,115000,10958.9
t5452,487.7627,0,0,0,0,0.436514735,1727.334106,115000,10958.9
t5453,490.1744,0,0,0,0,0.44096607,1614.98645,115000,10958.9
t5454,507.9331,0,0,0,0,0.445417374,1719.490601,115000,10958.9
t5455,551.9865,115168.9,0,115168.9,0,0.449901432,1979.674072,115000,10958.9
t5456,556.6851,221188.9,0,221188.9,0,0.462291181,2341.627441,115000,10958.9
t5457,556.9923,352882.8,0,352882.8,0,0.474680901,2299.193848,115000,10958.9
t5458,532.6576,189302.8,0,189302.8,0,0.48707062,2442.590088,115000,10958.9
t5459,529.1835,825027.8,0,825027.8,0,0.497485489,2230.028076,115000,10958.9
t5460,536.6267,1123353,0,1123353,0,0.507900357,2402.290039,115000,10958.9
t5461,506.4451,880775,0,880775,0,0.518315256,2486.383301,115000,10958.9
t5462,552.6345,633491.9,0,633491.9,0,0.533557236,2428.144531,115000,10958.9
t5463,609.9609,163750.1,0,163750.1,0,0.548799217,2121.649658,115000,10958.9
t5464,607.0152,255894.9,0,255894.9,0,0.564041197,2012.352173,115000,10958.9
t5465,609.028,275863.3,52.62769,275863.3,52.62769,0.578671217,1970.23999,115000,10958.9
t5466,597.2257,61534.73,65.89971,61534.73,65.89971,0.593477607,1906.294678,115000,10958.9
t5467,659.2286,0,34.41517,0,34.41517,0.608283997,2030.315063,115000,10958.9
t5468,711.4646,0,0,0,0,0.619138062,2193.288818,115000,10958.9
t5469,677.9421,0,0,0,0,0.629992068,2456.662109,115000,10958.9
t5470,629.4298,0,52.17426,0,52.17426,0.640846133,2645.113281,115000,10958.9
t5471,578.9978,0,0,0,0,0.61967802,2129.98877,115000,10958.9
t5472,545.8408,0,0,0,0,0.597960114,2358.632324,115000,10958.9
t5473,519.9511,0,0,0,0,0.57409066,2497.042725,115000,10958.9
t5474,510.5691,0,0,0,0,0.584270835,2327.526123,115000,10958.9
t5475,504.9663,0,0,0,0,0.592686713,2062.848389,115000,10958.9
t5476,499.3542,0,0,0,0,0.600359142,1858.264893,115000,10958.9
t5477,499.2138,0,0,0,0,0.59668082,1777.292725,115000,10958.9
t5478,511.1219,0,0,0,0,0.593002498,1985.651489,115000,10958.9
t5479,555.8529,257614.2,0,257614.2,0,0.589324176,2168.338379,115000,10958.9
t5480,550.695,607744,0,607744,0,0.603919864,2464.584961,115000,10958.9
t5481,548.7688,837651.5,0,837651.5,0,0.618515491,2442.251465,115000,10958.9
t5482,554.4567,1188363,0,1188363,0,0.633111119,2462.096436,115000,10958.9
t5483,551.814,1301774,0,1301774,0,0.639979482,2619.932617,115000,10958.9
t5484,609.1833,1314384,0,1314384,0,0.646847844,2561.916992,115000,10958.9
t5485,538.7981,1256316,0,1256316,0,0.653716266,2599.4021,115000,10958.9
t5486,509.0279,1110201,0,1110201,0,0.655997992,2661.176514,115000,10958.9
t5487,581.0836,1046693,0,1046693,0,0.658279717,2537.594727,115000,10958.9
t5488,615.6117,857427.6,0,857427.6,0,0.660561502,2332.260986,115000,10958.9
t5489,578.2428,359555.3,0,359555.3,0,0.671204448,2043.56311,115000,10958.9
t5490,584.5747,74200.75,0,74200.75,0,0.681847394,1742.895752,115000,10958.9
t5491,649.0006,0,0,0,0,0.692490399,1557.153076,115000,10958.9
t5492,726.4636,0,0,0,0,0.725837231,1539.628174,115000,10958.9
t5493,632.8431,0,0,0,0,0.757127404,1671.94751,115000,10958.9
t5494,580.3235,0,63.96371,0,63.96371,0.788766384,1811.412842,115000,10958.9
t5495,550.0943,0,0,0,0,0.807574213,1772.603394,115000,10958.9
t5496,527.2471,0,0,0,0,0.826382041,1832.886719,115000,10958.9
t5497,509.6872,0,49.26263,0,49.26263,0.844455957,1682.257568,115000,10958.9
t5498,498.4436,0,35.30242,0,35.30242,0.83256048,1431.50415,115000,10958.9
t5499,492.8514,0,89.6439,0,89.6439,0.820665061,1040.53125,115000,10958.9
t5500,482.2056,0,0,0,0,0.808769643,824.6182251,115000,10958.9
t5501,485.6742,0,0,0,0,0.802651405,756.5122681,115000,10958.9
t5502,498.234,0,0,0,0,0.796533227,694.3166504,115000,10958.9
t5503,503.3541,123222.6,70.34018,123222.6,70.34018,0.790528655,701.0097656,115000,10958.9
t5504,491.8649,325416.2,80.30181,325416.2,80.30181,0.799331725,763.1878052,115000,10958.9
t5505,486.4012,483110.3,83.5097,483110.3,83.5097,0.808248401,814.2798462,115000,10958.9
t5506,463.0672,645293.8,62.20107,645293.8,62.20107,0.817165077,939.9898071,115000,10958.9
t5507,457.7959,582530.2,59.47383,582530.2,59.47383,0.822068572,760.5330811,115000,10958.9
t5508,458.9772,708184.8,81.58735,708184.8,81.58735,0.826972008,1017.952576,115000,10958.9
t5509,445.3563,746674.3,66.04686,746674.3,66.04686,0.831875503,1353.130249,115000,10958.9
t5510,451.4981,1008243,50.5637,1008243,50.5637,0.838820219,1729.863281,115000,10958.9
t5511,473.4964,776232.9,0,776232.9,0,0.845764995,1954.086304,115000,10958.9
t5512,470.1322,596886,0,596886,0,0.852709711,2030.064819,115000,10958.9
t5513,487.2636,258620.8,89.3018,258620.8,89.3018,0.861925125,2007.096069,115000,10958.9
t5514,514.7278,39265.19,49.11285,39265.19,49.11285,0.87114054,1947.030273,115000,10958.9
t5515,582.1316,0,0,0,0,0.880355954,1861.583374,115000,10958.9
t5516,669.4192,0,81.15314,0,81.15314,0.885371387,1864.483276,115000,10958.9
t5517,631.2978,0,88.32736,0,88.32736,0.89038676,2034.722778,115000,10958.9
t5518,618.897,0,172.076,0,172.076,0.895402193,2245.059814,115000,10958.9
t5519,577.913,0,460.9008,0,460.9008,0.883126438,2147.317139,115000,10958.9
t5520,541.8179,0,155.9919,0,155.9919,0.871173978,2248.595703,115000,10958.9
t5521,507.3876,0,0,0,0,0.859221518,2078.402588,115000,10958.9
t5522,489.2669,0,0,0,0,0.855861366,1756.457397,115000,10958.9
t5523,480.9112,0,0,0,0,0.852501214,1316.870972,115000,10958.9
t5524,478.8887,0,0,0,0,0.849141061,1042.855835,115000,10958.9
t5525,477.996,0,80.03548,0,80.03548,0.836419165,1012.971497,115000,10958.9
t5526,467.2455,0,68.8462,0,68.8462,0.823697269,1270.358887,115000,10958.9
t5527,469.1551,134613.6,139.0822,134613.6,139.0822,0.810975373,1929.388794,115000,10958.9
t5528,468.8204,551061.4,184.9219,551061.4,184.9219,0.798357129,2736.299805,115000,10958.9
t5529,473.9949,843007.2,127.8779,843007.2,127.8779,0.785851717,3370.887939,115000,10958.9
t5530,449.8672,1240419,88.77942,1240419,88.77942,0.774565637,4146.350586,115000,10958.9
t5531,462.8016,1371339,36.27391,1371339,36.27391,0.763207138,4941.904785,115000,10958.9
t5532,423.2837,1553485,0,1553485,0,0.751848578,5000,115000,10958.9
t5533,418.8065,1161054,49.00945,1161054,49.00945,0.740490079,5000,115000,10958.9
t5534,406.1928,1100848,96.39364,1100848,96.39364,0.722624838,5000,115000,10958.9
t5535,421.7849,833421,137.2818,833421,137.2818,0.704255164,5000,115000,10958.9
t5536,441.9018,524447.3,46.5995,524447.3,46.5995,0.68516922,5000,115000,10958.9
t5537,431.1428,396263.1,250.095,396263.1,250.095,0.663379729,5000,115000,10958.9
t5538,453.6767,91227.06,65.33855,91227.06,65.33855,0.641590238,5000,115000,10958.9
t5539,509.4306,0,174.924,0,174.924,0.619800746,5000,115000,10958.9
t5540,575.7547,0,110.1261,0,110.1261,0.603557646,5000,115000,10958.9
t5541,574.2156,0,46.86742,0,46.86742,0.587799311,5000,115000,10958.9
t5542,547.6619,0,79.59911,0,79.59911,0.573226094,5000,115000,10958.9
t5543,527.72,0,86.09843,0,86.09843,0.561362863,5000,115000,10958.9
t5544,512.491,0,155.2057,0,155.2057,0.549499631,5000,115000,10958.9
t5545,505.4342,0,195.1511,0,195.1511,0.537636399,5000,115000,10958.9
t5546,486.832,0,66.3177,0,66.3177,0.528262973,5000,115000,10958.9
t5547,483.0186,0,0,0,0,0.518889487,5000,115000,10958.9
t5548,470.4691,0,51.96511,0,51.96511,0.509423494,5000,115000,10958.9
t5549,465.5933,0,82.31746,0,82.31746,0.496489137,5000,115000,10958.9
t5550,470.8067,0,45.82021,0,45.82021,0.483554751,5000,115000,10958.9
t5551,501.0448,171573.2,0,171573.2,0,0.470620364,5000,115000,10958.9
t5552,515.1026,474873.8,54.45596,474873.8,54.45596,0.466808081,5000,115000,10958.9
t5553,500.3741,697362.6,104.5866,697362.6,104.5866,0.462995768,5000,115000,10958.9
t5554,517.2121,893053.4,0,893053.4,0,0.459183455,5000,115000,10958.9
t5555,499.0736,1168460,0,1168460,0,0.451347679,5000,115000,10958.9
t5556,504.0692,1246506,62.97575,1246506,62.97575,0.443511873,5000,115000,10958.9
t5557,466.583,1450924,0,1450924,0,0.435676098,5000,115000,10958.9
t5558,485.9713,1212270,0,1212270,0,0.435521811,5000,115000,10958.9
t5559,495.4231,959554.1,73.17428,959554.1,73.17428,0.435367495,5000,115000,10958.9
t5560,482.4654,547459.9,35.68535,547459.9,35.68535,0.435213208,5000,115000,10958.9
t5561,483.4752,309665.2,126.4731,309665.2,126.4731,0.4327223,5000,115000,10958.9
t5562,498.3737,72933.69,128.0939,72933.69,128.0939,0.430231392,5000,115000,10958.9
t5563,566.4076,0,151.2517,0,151.2517,0.427740514,5000,115000,10958.9
t5564,624.9634,0,47.94534,0,47.94534,0.427042514,5000,115000,10958.9
t5565,594.0415,0,0,0,0,0.426344514,5000,115000,10958.9
t5566,557.2999,0,0,0,0,0.425646544,5000,115000,10958.9
t5567,511.4542,0,0,0,0,0.42219466,4162.42334,115000,10958.9
t5568,481.8488,0,0,0,0,0.418742776,4175.087402,115000,10958.9
t5569,463.7475,0,0,0,0,0.415290922,3966.139648,115000,10958.9
t5570,455.3134,0,0,0,0,0.407698542,4058.064941,115000,10958.9
t5571,448.1691,0,37.06359,0,37.06359,0.400520474,3942.422363,115000,10958.9
t5572,448.3601,0,168.8988,0,168.8988,0.393342406,4059.483398,115000,10958.9
t5573,452.8637,0,111.2431,0,111.2431,0.384768397,4094.265869,115000,10958.9
t5574,467.5474,0,288.4271,0,288.4271,0.376194388,4358.76123,115000,10958.9
t5575,490.6464,69567.12,242.3884,69567.12,242.3884,0.367620379,4501.634277,115000,10958.9
t5576,508.8816,151174.5,302.8633,151174.5,302.8633,0.362896532,5000,115000,10958.9
t5577,504.2842,210476.4,614.3657,210476.4,614.3657,0.358172685,5000,115000,10958.9
t5578,504.3918,437712.5,221.8037,437712.5,221.8037,0.353448838,5000,115000,10958.9
t5579,487.7627,442221.7,264.3371,442221.7,264.3371,0.349175662,5000,115000,10958.9
t5580,489.3675,500923.3,67.60526,500923.3,67.60526,0.344909221,5000,115000,10958.9
t5581,494.5969,486572.8,40.77662,486572.8,40.77662,0.3406699,5000,115000,10958.9
t5582,486.0374,423036.4,47.60507,423036.4,47.60507,0.337017715,5000,115000,10958.9
t5583,503.7114,178021.9,130.7697,178021.9,130.7697,0.33336556,5000,115000,10958.9
t5584,489.0155,97662.12,56.63247,97662.12,56.63247,0.329713404,5000,115000,10958.9
t5585,508.4799,129671.1,40.62586,129671.1,40.62586,0.324923396,4760.126953,115000,10958.9
t5586,503.926,43682.69,76.51409,43682.69,76.51409,0.321018904,4365.791992,115000,10958.9
t5587,561.4615,0,0,0,0,0.314714134,4398.908691,115000,10958.9
t5588,630.088,0,0,0,0,0.31063199,4329.703125,115000,10958.9
t5589,598.3774,0,0,0,0,0.306549877,4494.864746,115000,10958.9
t5590,570.1028,0,0,0,0,0.302467763,4927.851563,115000,10958.9
t5591,534.1491,0,0,0,0,0.302954644,4340.150879,115000,10958.9
t5592,501.1155,0,0,0,0,0.303441554,4637.456543,115000,10958.9
t5593,474.3384,0,0,0,0,0.303928435,4708.790039,115000,10958.9
t5594,466.4327,0,0,0,0,0.306555212,4791.905273,115000,10958.9
t5595,459.9334,0,0,0,0,0.309181958,4694.049316,115000,10958.9
t5596,461.7723,0,0,0,0,0.311808705,4492.337402,115000,10958.9
t5597,455.9096,0,174.1172,0,174.1172,0.312934846,4527.97168,115000,10958.9
t5598,467.3058,0,154.3046,0,154.3046,0.314060986,4997.967285,115000,10958.9
t5599,487.7627,27762.31,83.17713,27762.31,83.17713,0.315187126,5000,115000,10958.9
t5600,516.9852,62053.46,0,62053.46,0,0.317600101,5000,115000,10958.9
t5601,546.3478,22841.31,0,22841.31,0,0.320013106,5000,115000,10958.9
t5602,423.7786,33762.39,0,33762.39,0,0.322426081,5000,115000,10958.9
t5603,594.4874,71533.45,0,71533.45,0,0.322789431,5000,115000,10958.9
t5604,598.4276,181637,41.94604,181637,41.94604,0.323152751,5000,115000,10958.9
t5605,610.7924,545596.4,35.60309,545596.4,35.60309,0.323516071,5000,115000,10958.9
t5606,579.045,427759.8,0,427759.8,0,0.324538827,5000,115000,10958.9
t5607,550.2658,295940.4,44.47743,295940.4,44.47743,0.325561583,5000,115000,10958.9
t5608,558.3126,260218.4,0,260218.4,0,0.326584309,5000,115000,10958.9
t5609,563.4749,247241.9,0,247241.9,0,0.327023566,5000,115000,10958.9
t5610,573.1938,33167.11,0,33167.11,0,0.327462792,5000,115000,10958.9
t5611,642.3648,0,0,0,0,0.327902019,5000,115000,10958.9
t5612,683.7416,0,32.43484,0,32.43484,0.320931792,5000,115000,10958.9
t5613,651.7217,0,37.54845,0,37.54845,0.313961565,5000,115000,10958.9
t5614,555.9404,0,0,0,0,0.306991339,5000,115000,10958.9
t5615,551.34,0,0,0,0,0.299626946,5000,115000,10958.9
t5616,532.5772,0,0,0,0,0.292890787,5000,115000,10958.9
t5617,519.9128,0,0,0,0,0.286154628,5000,115000,10958.9
t5618,498.1991,0,0,0,0,0.291393578,4616.041992,115000,10958.9
t5619,487.4631,0,0,0,0,0.296632528,4191.741211,115000,10958.9
t5620,488.6305,0,0,0,0,0.302284539,4321.115723,115000,10958.9
t5621,494.3909,0,0,0,0,0.301452339,4723.030762,115000,10958.9
t5622,498.9685,0,0,0,0,0.301033199,5000,115000,10958.9
t5623,534.5537,183834.5,0,183834.5,0,0.300614029,5000,115000,10958.9
t5624,549.7088,299932.7,0,299932.7,0,0.3071751,5000,115000,10958.9
t5625,583.0874,501325.9,0,501325.9,0,0.313736141,5000,115000,10958.9
t5626,593.9425,657442.1,0,657442.1,0,0.320297182,5000,115000,10958.9
t5627,552.9374,804281,0,804281,0,0.325840294,5000,115000,10958.9
t5628,552.1592,1033406,0,1033406,0,0.331644058,5000,115000,10958.9
t5629,560.2601,953339.3,73.67838,953339.3,73.67838,0.337447852,5000,115000,10958.9
t5630,560.1269,830409.9,67.73153,830409.9,67.73153,0.34762606,5000,115000,10958.9
t5631,552.548,683463.4,0,683463.4,0,0.358474046,5000,115000,10958.9
t5632,550.8239,502600.4,103.1905,502600.4,103.1905,0.369382977,5000,115000,10958.9
t5633,566.3622,222819.7,360.8736,222819.7,360.8736,0.392579556,5000,115000,10958.9
t5634,559.8606,27151.01,418.4268,27151.01,418.4268,0.415776163,5000,115000,10958.9
t5635,635.8417,0,361.3098,0,361.3098,0.438972741,5000,115000,10958.9
t5636,714.3458,0,193.9417,0,193.9417,0.471514314,5000,115000,10958.9
t5637,688.3492,0,279.4575,0,279.4575,0.504413545,5000,115000,10958.9
t5638,639.4268,0,328.1798,0,328.1798,0.537312806,5000,115000,10958.9
t5639,588.4938,0,98.16193,0,98.16193,0.540234387,5000,115000,10958.9
t5640,533.8259,0,183.4632,0,183.4632,0.543156028,5000,115000,10958.9
t5641,513.9426,0,182.8853,0,182.8853,0.543829679,5000,115000,10958.9
t5642,505.3622,0,441.4256,0,441.4256,0.545174778,5000,115000,10958.9
t5643,498.0246,0,79.78818,0,79.78818,0.546519816,5000,115000,10958.9
t5644,496.1485,0,164.9532,0,164.9532,0.547864854,5000,115000,10958.9
t5645,494.1507,0,152.2235,0,152.2235,0.555324316,5000,115000,10958.9
t5646,503.0329,0,236.5218,0,236.5218,0.562783778,5000,115000,10958.9
t5647,532.9391,37050.1,92.08943,37050.1,92.08943,0.570054471,5000,115000,10958.9
t5648,537.4849,61175.2,0,61175.2,0,0.583857417,5000,115000,10958.9
t5649,537.1577,233772.7,0,233772.7,0,0.598385692,5000,115000,10958.9
t5650,558.0922,729152.4,0,729152.4,0,0.612913907,5000,115000,10958.9
t5651,531.935,798467.1,0,798467.1,0,0.63256222,5000,115000,10958.9
t5652,525.8728,620721.1,0,620721.1,0,0.652210534,5000,115000,10958.9
t5653,535.6898,841340.8,0,841340.8,0,0.671858788,5000,115000,10958.9
t5654,562.8022,579264.4,41.9973,579264.4,41.9973,0.677624822,5000,115000,10958.9
t5655,578.2899,803383.9,146.478,803383.9,146.478,0.683390856,5000,115000,10958.9
t5656,600.0874,576824.9,380.0759,576824.9,380.0759,0.68915689,5000,115000,10958.9
t5657,589.3223,282346.7,209.4716,282346.7,209.4716,0.706886113,5000,115000,10958.9
t5658,586.6492,91606.01,136.1143,91606.01,136.1143,0.724615335,5000,115000,10958.9
t5659,647.9059,0,261.0047,0,261.0047,0.741345882,5000,115000,10958.9
t5660,723.2338,0,156.2946,0,156.2946,0.768532515,5000,115000,10958.9
t5661,701.8141,0,125.0165,0,125.0165,0.796711206,5000,115000,10958.9
t5662,654.6958,0,112.6772,0,112.6772,0.826307833,5000,115000,10958.9
t5663,611.8866,0,51.1185,0,51.1185,0.833483338,5000,115000,10958.9
t5664,573.3329,0,137.5782,0,137.5782,0.840560675,5000,115000,10958.9
t5665,550.7379,0,93.68661,0,93.68661,0.846938908,5000,115000,10958.9
t5666,528.0357,0,84.44132,0,84.44132,0.861907005,5000,115000,10958.9
t5667,520.5255,0,71.31701,0,71.31701,0.876875162,5000,115000,10958.9
t5668,510.6059,0,50.30508,0,50.30508,0.891843319,5000,115000,10958.9
t5669,508.2246,0,53.65834,0,53.65834,0.923666418,5000,115000,10958.9
t5670,514.6903,0,69.70143,0,69.70143,0.955489576,5000,115000,10958.9
t5671,517.1364,82226.69,33.39929,82226.69,33.39929,0.987408757,5000,115000,10958.9
t5672,509.4672,149596.5,37.87675,149596.5,37.87675,0.992824137,5000,115000,10958.9
t5673,503.2827,60672.97,49.42019,60672.97,49.42019,0.992923677,5000,115000,10958.9
t5674,496.0793,305251.6,59.70227,305251.6,59.70227,0.993023217,5000,115000,10958.9
t5675,481.428,597391,224.4831,597391,224.4831,0.992373586,5000,115000,10958.9
t5676,475.0585,1013672,234.2672,1013672,234.2672,0.993362427,5000,115000,10958.9
t5677,474.3072,1079683,150.6263,1079683,150.6263,0.99442935,5000,115000,10958.9
t5678,497.1541,470887.3,69.79738,470887.3,69.79738,0.996683478,5000,115000,10958.9
t5679,485.3446,276227.1,168.3577,276227.1,168.3577,0.998937547,5000,115000,10958.9
t5680,522.4113,366546.9,155.0185,366546.9,155.0185,1,5000,115000,10958.9
t5681,530.8948,190457.7,85.60154,190457.7,85.60154,1,5000,115000,10958.9
t5682,546.8557,12944.8,55.90146,12944.8,55.90146,1,5000,115000,10958.9
t5683,605.1165,0,0,0,0,1,5000,115000,10958.9
t5684,698.9454,0,0,0,0,1,5000,115000,10958.9
t5685,653.5268,0,0,0,0,1,5000,115000,10958.9
t5686,641.006,0,0,0,0,1,5000,115000,10958.9
t5687,623.1812,0,0,0,0,1,5000,115000,10958.9
t5688,582.8961,0,0,0,0,1,5000,115000,10958.9
t5689,544.2833,0,0,0,0,1,5000,115000,10958.9
t5690,526.0687,0,0,0,0,0.997530341,5000,115000,10958.9
t5691,515.4404,0,0,0,0,0.994644761,5000,115000,10958.9
t5692,509.7605,0,0,0,0,0.991272986,5000,115000,10958.9
t5693,505.7587,0,0,0,0,0.990895152,5000,115000,10958.9
t5694,505.9391,0,0,0,0,0.990517318,5000,115000,10958.9
t5695,511.972,55092.64,0,55092.64,0,0.990139484,5000,115000,10958.9
t5696,510.7164,314950.4,0,314950.4,0,0.990986586,5000,115000,10958.9
t5697,503.4612,707511,65.72379,707511,65.72379,0.991833687,5000,115000,10958.9
t5698,504.2842,944744.5,135.148,944744.5,135.148,0.992680788,5000,115000,10958.9
t5699,501.8948,1149401,47.45124,1149401,47.45124,0.994113863,5000,115000,10958.9
t5700,444.7402,1403592,0,1403592,0,0.995546877,5000,115000,10958.9
t5701,437.3829,1013265,0,1013265,0,0.996979892,5000,115000,10958.9
t5702,424.9631,1147055,0,1147055,0,0.997614801,5000,115000,10958.9
t5703,436.3352,682496.4,0,682496.4,0,0.998249769,5000,115000,10958.9
t5704,451.3593,420292,0,420292,0,0.998884678,5000,115000,10958.9
t5705,472.379,304483.5,0,304483.5,0,0.998266935,5000,115000,10958.9
t5706,505.6865,87833.78,0,87833.78,0,0.997649193,5000,115000,10958.9
t5707,561.9078,0,0,0,0,0.99703145,5000,115000,10958.9
t5708,642.9324,0,0,0,0,0.993284702,5000,115000,10958.9
t5709,627.1898,0,0,0,0,0.989538014,5000,115000,10958.9
t5710,596.1276,0,0,0,0,0.986977816,5000,115000,10958.9
t5711,570.4702,0,0,0,0,0.986581922,5000,115000,10958.9
t5712,527.2078,0,0,0,0,0.986186087,5000,115000,10958.9
t5713,509.4306,0,0,0,0,0.985790193,5000,115000,10958.9
t5714,500.0571,0,0,0,0,0.980893135,5000,115000,10958.9
t5715,499.6351,0,0,0,0,0.967755973,5000,115000,10958.9
t5716,497.7457,0,0,0,0,0.954618752,5000,115000,10958.9
t5717,490.1407,0,0,0,0,0.957801104,5000,115000,10958.9
t5718,505.0742,0,0,0,0,0.960983455,5000,115000,10958.9
t5719,536.3412,40018.38,0,40018.38,0,0.964165807,5000,115000,10958.9
t5720,540.9458,46150.68,0,46150.68,0,0.98576659,5000,115000,10958.9
t5721,533.4224,109248.2,0,109248.2,0,0.986670315,5000,115000,10958.9
t5722,544.9136,67849.94,0,67849.94,0,0.9875741,5000,115000,10958.9
t5723,546.2632,210540.1,37.57264,210540.1,37.57264,0.987440228,5000,115000,10958.9
t5724,532.537,96155.07,102.6661,96155.07,102.6661,0.987771332,5000,115000,10958.9
t5725,526.7358,165862.4,144.4717,165862.4,144.4717,0.988534391,5000,115000,10958.9
t5726,544.8295,58403.17,60.79964,58403.17,60.79964,0.989279628,5000,115000,10958.9
t5727,560.6155,188069.6,52.29705,188069.6,52.29705,0.990024865,5000,115000,10958.9
t5728,577.6777,147743.8,58.04154,147743.8,58.04154,0.990003169,5000,115000,10958.9
t5729,585.9723,22074.11,46.38247,22074.11,46.38247,0.987631261,5000,115000,10958.9
t5730,583.3269,9008.873,47.49989,9008.873,47.49989,0.985259354,5000,115000,10958.9
