,demand_R1,PV_B,WindOnshore_B,PV_N,WindOnshore_N,Wave_N,WindOffshore_N,demand_R2
t7371,7.996375,0,0,0,0,211.8692249,3245.664063,40748
t7372,7.815947,0,0,0,0,210.1061642,3096.866211,41270
t7373,7.971126,0,0,0,0,207.1501464,3067.69873,42901
t7374,7.978625,0,0,0,0,204.2181939,3160.06665,46467
t7375,8.312454,195.4623,0,195.4623,0,201.1460215,3380.298828,54031
t7376,8.490564,739.4586,0,739.4586,0,205.3046972,3325.072021,59112
t7377,9.061447,817.1127,623.3215,817.1127,623.3215,208.0924213,3639.280518,60390
t7378,8.78544,1830.837,1745.417,1830.837,1745.417,207.2966546,3762.955811,60008
t7379,8.555211,2622.862,1195.25,2622.862,1195.25,204.867363,4196.959473,60453
t7380,8.310665,2441.913,188.2915,2441.913,188.2915,193.5846508,4210.381836,61698
t7381,8.205675,3652.887,0,3652.887,0,188.479811,4500.980957,61555
t7382,8.323204,3300.175,0,3300.175,0,191.2997514,4183.137207,60460
t7383,8.488681,1379.148,674.16,1379.148,674.16,193.9662248,3882.051025,59249
t7384,8.72069,496.1283,653.8817,496.1283,653.8817,196.8964338,4495.376953,58554
t7385,8.992812,185.309,848.0928,185.309,848.0928,201.2748271,4763.891602,58669
t7386,8.968522,510.3326,595.126,510.3326,595.126,205.7510614,4807.699219,62548
t7387,9.101706,137.0763,2683.903,137.0763,2683.903,210.2273107,4562.365723,62745
t7388,10.53683,0,4500,0,4500,212.4990523,4086.030762,61047
t7389,10.6604,0,4500,0,4500,214.7707939,3687.541016,57206
t7390,10.41196,0,4340.425,0,4340.425,217.0425355,4103.931152,53315
t7391,9.806558,0,4500,0,4500,215.4334635,4423.125977,50198
t7392,9.175146,0,3443.861,0,3443.861,213.8243914,3867.388428,44869
t7393,8.84991,0,2809.618,0,2809.618,212.9737288,3264.791748,42196
t7394,8.649801,0,1155.94,0,1155.94,211.8860185,2923.52002,40708
t7395,8.406786,0,277.8265,0,277.8265,210.4768306,2626.575195,39722
t7396,8.344811,0,237.5621,0,237.5621,209.0676278,2404.769287,40170
t7397,8.293427,0,1936.513,0,1936.513,207.4730247,2589.097168,41745
t7398,8.337593,0,1185.275,0,1185.275,206.009239,2962.870605,45295
t7399,8.046421,197.3685,348.507,197.3685,348.507,204.5552284,3230.699463,53111
t7400,8.089508,713.2484,1803.452,713.2484,1803.452,203.5051584,3421.586182,58322
t7401,8.581527,971.0373,1613.275,971.0373,1613.275,202.4550885,3529.858643,59786
t7402,8.579595,1333.523,984.2971,1333.523,984.2971,201.4050335,3405.248047,59186
t7403,8.236994,2477.109,956.3708,2477.109,956.3708,200.814411,4611.523926,60339
t7404,8.259216,2611.111,3034.447,2611.111,3034.447,200.2238035,4126.713379,61681
t7405,8.275687,4198.748,796.2433,4198.748,796.2433,199.633196,3405.341309,60906
t7406,7.888847,3552.808,2416.829,3552.808,2416.829,193.5035884,2877.931152,60114
t7407,7.804819,3346.491,4500,3346.491,4500,190.4257983,2600.870361,58815
t7408,7.972196,2306.09,4500,2306.09,4500,187.5907481,2459.551514,58122
t7409,8.292241,1811.993,4500,1811.993,4500,187.7935976,2331.37915,58286
t7410,8.663608,716.0443,4500,716.0443,4500,187.9293025,2194.313965,62298
t7411,9.028071,121.3832,2953.572,121.3832,2953.572,187.9191846,1910.68457,62426
t7412,11.07752,0,3211.103,0,3211.103,188.6569858,1565.317261,60571
t7413,11.33968,0,4140.947,0,4140.947,189.394787,1454.501343,57033
t7414,10.90072,0,4500,0,4500,190.1325881,1524.434204,53431
t7415,10.21337,0,4353.312,0,4353.312,190.6610876,2054.411621,50288
t7416,9.442716,0,4500,0,4500,191.1895871,1979.500854,46027
t7417,8.869319,0,4500,0,4500,191.7180866,1724.044434,42845
t7418,8.553292,0,4500,0,4500,193.1710243,1550.118652,41050
t7419,8.399436,0,4500,0,4500,194.593519,1254.678833,40275
t7420,8.221297,0,3611.674,0,3611.674,195.9403902,890.4066162,40792
t7421,8.210874,0,4500,0,4500,197.4115223,603.399292,42108
t7422,8.05576,0,4500,0,4500,199.0004033,474.312439,45258
t7423,7.821527,224.9748,4500,224.9748,4500,200.598523,432.1847839,53058
t7424,7.902399,743.9225,4500,743.9225,4500,202.3070753,634.2897339,58171
t7425,8.082839,1289.498,4500,1289.498,4500,204.0156275,896.9711304,59764
t7426,7.599778,2844.713,4500,2844.713,4500,205.808863,1061.02417,60142
t7427,7.631762,3196.171,4500,3196.171,4500,201.241523,1121.36853,61798
t7428,8.159832,3459.548,4500,3459.548,4500,195.8945394,1476.180908,62613
t7429,7.528341,4139.027,4500,4139.027,4500,189.5273477,1507.206299,61484
t7430,7.321194,3981.457,4307.701,3981.457,4307.701,190.0401264,1515.929932,60017
t7431,7.281149,2859.388,3766.047,2859.388,3766.047,190.5529052,1226.608887,58626
t7432,7.926006,2252.038,781.7828,2252.038,781.7828,191.0656691,1047.01062,57745
t7433,8.259803,1455.347,774.5906,1455.347,774.5906,191.8162256,876.9573364,58080
t7434,8.33339,808.9102,1363.947,808.9102,1363.947,192.5667673,741.7151489,61647
t7435,8.653084,128.7693,2340.413,128.7693,2340.413,193.3173239,677.6611938,60813
t7436,10.02255,0,1745.543,0,1745.543,194.9007958,615.1430664,58820
t7437,10.31603,0,3274.071,0,3274.071,196.4842826,573.138855,55250
t7438,9.932264,0,3487.678,0,3487.678,198.0677545,471.0588989,51656
t7439,9.4229,0,4389.662,0,4389.662,198.1232315,442.1933289,49199
t7440,8.982078,0,4395.642,0,4395.642,198.3079314,320.4523926,45351
t7441,8.571877,0,1557.114,0,1557.114,198.4926313,273.5930176,42168
t7442,8.457434,0,2302.517,0,2302.517,201.2035251,254.8553619,40027
t7443,8.35325,0,977.652,0,977.652,203.9811462,201.8745728,38909
t7444,8.213766,0,920.8399,0,920.8399,206.7616731,192.4317017,38608
t7445,8.294909,0,1424.974,0,1424.974,207.9634964,231.640213,38898
t7446,8.320215,0,2901.859,0,2901.859,209.1653347,273.645752,39341
t7447,8.422148,156.1978,3760.095,156.1978,3760.095,210.3671581,280.1071472,41242
t7448,8.478025,1012.824,1960.669,1012.824,1960.669,210.9234482,376.1027222,44039
t7449,8.974938,1687.351,4500,1687.351,4500,211.4797384,586.706604,47697
t7450,9.0995,2443.559,4500,2443.559,4500,213.1661922,703.9628906,50331
t7451,9.081895,3161.271,4500,3161.271,4500,212.4566734,678.6843262,51935
t7452,8.990663,3887.507,4500,3887.507,4500,211.6330117,642.7703247,52495
t7453,9.100235,4213.196,4500,4213.196,4500,210.8093351,690.7996216,52447
t7454,9.318896,4335.492,2488.921,4335.492,2488.921,209.7484469,675.704834,50682
t7455,9.434779,3744.161,2292.622,3744.161,2292.622,208.6875439,659.8191528,49392
t7456,9.426856,3163.97,1614.709,3163.97,1614.709,207.6971978,670.2781372,49252
t7457,10.171,2055.641,3713.803,2055.641,3713.803,204.6716064,561.6365356,50409
t7458,9.638986,942.9738,493.3617,942.9738,493.3617,201.6460001,494.8273621,53886
t7459,9.885089,110.8993,856.9816,110.8993,856.9816,198.1692612,490.1315613,53974
t7460,11.95068,0,952.4888,0,952.4888,198.7071931,447.8171082,51550
t7461,12.11898,0,430.3255,0,430.3255,199.24514,312.0006409,47705
t7462,11.38196,0,0,0,0,199.7166127,271.401062,45131
t7463,10.33679,0,0,0,0,200.9106576,304.8548889,44057
t7464,9.423691,0,286.8074,0,286.8074,202.1047026,253.1576385,40863
t7465,8.906322,0,160.1003,0,160.1003,203.2987475,184.3465881,38290
t7466,8.615181,0,0,0,0,205.3651512,128.1425323,36436
t7467,8.474897,0,0,0,0,207.4315548,41.0674057,35517
t7468,8.419687,0,199.8478,0,199.8478,209.4979435,0,35142
t7469,8.38966,0,395.8465,0,395.8465,211.7638141,0,35356
t7470,8.23816,0,0,0,0,214.0296847,0,35475
t7471,8.448113,207.6035,0,207.6035,0,216.3082361,0,35962
t7472,8.414767,705.3543,366.8947,705.3543,366.8947,215.5051529,0,37268
t7473,8.78544,1629.619,272.3452,1629.619,272.3452,214.6918029,0,40068
t7474,9.169165,2541.991,2036.455,2541.991,2036.455,213.8784528,0,42882
t7475,9.879005,2479.189,750.6721,2479.189,750.6721,210.9741569,0,45162
t7476,10.0512,2854.758,1672.113,2854.758,1672.113,208.5868418,70.48914337,47165
t7477,9.03024,2946.059,244.1552,2946.059,244.1552,207.5467557,682.1317139,46026
t7478,9.373339,3680.679,287.0482,3680.679,287.0482,208.9848965,2193.360107,44041
t7479,9.985186,2974.327,639.9067,2974.327,639.9067,210.4230523,3694.36377,42821
